provnum,state,market,cluster,provname,mdscensus,hrs_cna_ctr,hrs_lpn_ctr,hrs_rn_ctr,cna_ctr/census,lpn_ctr/census,rn_ctr/census,state_cna_ctr/census,state_lpn_ctr/census,state_rn_ctr/census,market_cna_ctr/census,market_lpn_ctr/census,market_rn_ctr/census,cna_above_state,ensign_cna_ctr/census,ensign_lpn_ctr/census,ensign_rn_ctr/census,lpn_above_state,rn_above_state,cna_above_market,lpn_above_market,rn_above_market,cna_above_ensign,lpn_above_ensign,rn_above_ensign,state_cna_diff,state_lpn_diff,state_rn_diff,market_cna_diff,market_lpn_diff,market_rn_diff,ensign_cna_diff,ensign_lpn_diff,ensign_rn_diff
676251,TX,Keystone East,Magnificent 4,MISTY WILLOW HEALTHCARE AND REHABILITATION CENTER,188.05483870967743,34.96,17.08,12.0,0.1859032197197111,0.0908245707326277,0.0638111738168344,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,True,True,True,True,True,True,0.1150772216191419,0.0499528160280387,0.05745655625392611,0.1482285512940347,0.07707849401312811,0.034358139398876504,0.13163704324487158,0.0719195133667108,0.049482445952155764
676194,TX,Keystone East,Igniters,MASON CREEK TRANSITIONAL CARE OF KATY,232.0279569892473,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676230,TX,Keystone East,Magnificent 4,LEGEND OAKS HEALTHCARE AND REHABILITATION-WEST HOU,241.4913978494624,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676137,TX,Keystone East,Magnificent 4,LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -,244.4935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676081,TX,Keystone East,Magnificent 4,EAST VIEW HEALTHCARE,266.9215053763441,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675962,TX,Keystone East,Dominators,SOUTHLAND REHABILITATION AND HEALTHCARE CENTER,217.0774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675901,TX,Keystone East,Igniters,CAMBRIDGE HEALTH AND REHABILITATION CENTER,283.05591397849463,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675900,TX,Keystone East,Dominators,AVALON PLACE TRINITY,204.9021505376344,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0376746684256764,-0.0137460767194996,-0.0294530344179579,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675766,TX,Keystone East,Igniters,THE COURTYARD REHABILITATION AND HEALTHCARE CENTER,138.36989247311828,0.0,0.0,36.0,0.0,0.0,0.2601722047807031,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,False,False,True,False,False,True,-0.0708259981005692,-0.040871754704589,0.2538175872177948,-0.0376746684256764,-0.0137460767194996,0.23071917036274517,-0.054266176474839535,-0.018905057365916893,0.24584347691602443
675743,TX,Keystone East,Igniters,THE PHOENIX POST-ACUTE,210.38279569892472,0.0,6.5,0.0,0.0,0.0308960624770004,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0376746684256764,0.0137460767194996,0.0294530344179579,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,False,True,False,-0.0708259981005692,-0.009975692227588602,-0.0063546175629083,-0.0376746684256764,0.017149985757500798,-0.0294530344179579,-0.054266176474839535,0.011991005111083506,-0.014328727864678642
676010,TX,Keystone West,Relentless Cluster,LEGACY REHABILITATION AND LIVING,318.789247311828,47.0,0.0,0.0,0.1474328271619096,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.0766068290613404,-0.040871754704589,-0.0063546175629083,0.10331652259678462,-0.0193058857272407,-0.004066788244166,0.09316665068707009,-0.018905057365916893,-0.014328727864678642
676023,TX,Keystone West,Cobra Kai Cluster,KELLER OAKS HEALTHCARE CENTER,260.10537634408604,35.6,0.0,0.0,0.1368676053543228,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.06604160725375359,-0.040871754704589,-0.0063546175629083,0.0927513007891978,-0.0193058857272407,-0.004066788244166,0.08260142887948327,-0.018905057365916893,-0.014328727864678642
675925,TX,Keystone West,Relentless Cluster,THE MILDRED & SHIRLEY L GARRISON GERIATRIC EDUCATI,304.56344086021505,14.5,20.92,0.0,0.0476091285252291,0.0686884806032961,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,True,True,False,False,True,False,-0.02321686957534011,0.027816725898707102,-0.0063546175629083,0.0034928239601040995,0.049382594876055404,-0.004066788244166,-0.006657047949610438,0.04978342323737921,-0.014328727864678642
455576,TX,Keystone West,Cobra Kai Cluster,RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE,171.5795698924731,6.0,12.75,6.28,0.0349691982778609,0.0743095463404546,0.0366010941974945,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,False,True,True,False,True,True,-0.035856799822708306,0.0334377916358656,0.0302464766345862,-0.009147106287264097,0.0550036606132139,0.0325343059533285,-0.019296978196978634,0.0554044889745377,0.02227236633281586
676426,TX,Keystone West,Cobra Kai Cluster,LEGENDS OAKS HEALTHCARE AND REHABILITATION - FORT,267.5021505376344,8.07,0.0,0.0,0.0301679817668032,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.040658016333766006,-0.040871754704589,-0.0063546175629083,-0.013948322798321797,-0.0193058857272407,-0.004066788244166,-0.024098194708036334,-0.018905057365916893,-0.014328727864678642
675282,TX,Keystone West,Relentless Cluster,THE MEDICAL LODGE OF AMARILLO,121.31290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.044116304565125,-0.0193058857272407,-0.004066788244166,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676029,TX,Keystone West,Cobra Kai Cluster,LEGEND OAKS HEALTH AND REHABILITATION - EULESS,302.1322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.044116304565125,-0.0193058857272407,-0.004066788244166,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675645,TX,Keystone West,Fire Starters Cluster,MESA SPRINGS HEALTHCARE CENTER,203.21935483870968,0.0,6.25,0.0,0.0,0.0307549446014159,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,False,True,False,-0.0708259981005692,-0.010116810103173102,-0.0063546175629083,-0.044116304565125,0.011449058874175199,-0.004066788244166,-0.054266176474839535,0.011849887235499006,-0.014328727864678642
675593,TX,Keystone West,Fire Starters Cluster,WISTERIA PLACE,236.16129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.044116304565125,0.0193058857272407,0.004066788244166,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.044116304565125,-0.0193058857272407,-0.004066788244166,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
455637,TX,Keystone North Central,The Alphas,WELLINGTON REHABILITATION AND HEALTHCARE,178.02903225806452,6.0,16.83,0.0,0.0337023682255521,0.0945351428726739,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,True,True,False,False,True,False,-0.037123629875017106,0.05366338816808489,-0.0063546175629083,0.026975820599326503,0.0817092588783693,0.0,-0.020563808249287434,0.075630085506757,-0.014328727864678642
455732,TX,Keystone North Central,The Spartans,KIRKWOOD MANOR,311.35376344086023,10.45,10.5,0.0,0.033563108036704,0.0337236970703725,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,True,False,False,True,False,-0.037262890063865205,-0.007148057634216498,-0.0063546175629083,0.026836560410478404,0.020897813076067903,0.0,-0.020703068438135533,0.01481863970445561,-0.014328727864678642
676272,TX,Keystone North Central,The Alphas,LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE,286.1548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676220,TX,Keystone North Central,The Alphas,GRANITE MESA HEALTH CENTER,214.04408602150536,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676238,TX,Keystone North Central,United,LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH,231.44731182795695,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676392,TX,Keystone North Central,The Spartans,LEGEND OAKS HEALTHCARE AND REHABILITATION - NEW BR,267.05698924731183,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676432,TX,Keystone North Central,United,CEDAR POINTE HEALTH AND WELLNESS SUITES,218.8419354838709,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
675651,TX,Keystone North Central,United,SAN MARCOS REHABILITATION AND HEALTHCARE CENTER,274.56129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
455960,TX,Keystone North Central,United,HAYS NURSING AND REHABILITATION CENTER,205.56774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
676459,TX,Keystone North Central,The Spartans,SEDONA TRACE HEALTH AND WELLNESS,191.8548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0708259981005692,0.040871754704589,0.0063546175629083,0.0067265476262256,0.0128258839943046,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0708259981005692,-0.040871754704589,-0.0063546175629083,-0.0067265476262256,-0.0128258839943046,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465188,UT,Sunstone Market,Sunstone North Cluster,POINTE MEADOWS HEALTH AND REHABILITATION,230.1118279569893,108.07,0.0,0.0,0.4696412216594082,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.304485679478404,-0.0128948633952878,-0.0506621827280818,0.3913676847161735,0.0,0.0,0.41537504518456864,-0.018905057365916893,-0.014328727864678642
465104,UT,Sunstone Market,Sunstone North Cluster,OREM REHABILITATION AND NURSING CENTER,195.9204301075269,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0782735369432347,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465064,UT,Sunstone Market,Sunstone South Cluster,ST GEORGE REHABILITATION,170.7967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0782735369432347,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465101,UT,Sunstone Market,Sunstone South Cluster,HURRICANE HEALTH AND REHABILITATION,108.84193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0782735369432347,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465143,UT,Sunstone Market,Sunstone South Cluster,CEDAR HEALTH AND REHABILITATION,220.35161290322583,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0782735369432347,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465160,UT,Sunstone Market,Sunstone South Cluster,CORAL DESERT REHABILITATION AND CARE,70.76881720430107,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0782735369432347,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0782735369432347,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465003,UT,Milestone North,Positive Deviants,HERITAGE PARK HEALTHCARE AND REHABILITATION,330.1505376344086,49.02,8.25,19.25,0.1484777227722772,0.0249886008337675,0.058306735278791,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,True,True,True,True,True,True,-0.016677819408727007,0.012093737438479699,0.007644552550709199,0.1158880333751277,0.018805092527635597,0.051828209136703204,0.09421154629743766,0.006083543467850606,0.04397800741411236
465091,UT,Milestone North,Kings Peak,DRAPER REHABILITATION AND CARE CENTER,168.06021505376344,22.83,0.0,0.0,0.1358441674770947,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,-0.029311374703909487,-0.0128948633952878,-0.0506621827280818,0.10325447807994521,-0.0061835083061319,-0.0064785261420878,0.08157799100225518,-0.018905057365916893,-0.014328727864678642
465109,UT,Milestone North,Seal Team4,HOLLADAY HEALTHCARE CENTER,250.40860215053763,2.25,0.0,0.0,0.0089853143249742,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.15617022785603,-0.0128948633952878,-0.0506621827280818,-0.023604375072175297,-0.0061835083061319,-0.0064785261420878,-0.045280862149865334,-0.018905057365916893,-0.014328727864678642
465009,UT,Milestone North,Positive Deviants,HARRISON POINTE HEALTHCARE AND REHABILITATION,86.96129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0325896893971495,-0.0061835083061319,-0.0064785261420878,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465069,UT,Milestone North,Positive Deviants,MT OGDEN HEALTH AND REHABILITATION CENTER,172.9172043010753,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0325896893971495,-0.0061835083061319,-0.0064785261420878,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465095,UT,Milestone North,Kings Peak,ST JOSEPH VILLA,489.14516129032256,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0325896893971495,-0.0061835083061319,-0.0064785261420878,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465100,UT,Milestone North,Seal Team4,PARAMOUNT HEALTH AND REHABILITATION,160.6204301075269,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0325896893971495,-0.0061835083061319,-0.0064785261420878,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465108,UT,Milestone North,Kings Peak,COPPER RIDGE HEALTH CARE,283.60967741935485,0.0,0.0,0.0,0.0,0.0,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1651555421810042,-0.0128948633952878,-0.0506621827280818,-0.0325896893971495,-0.0061835083061319,-0.0064785261420878,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
465115,UT,Milestone North,Positive Deviants,THE TERRACE AT MT OGDEN,187.5225806451613,0.0,5.75,0.0,0.0,0.0306629739214202,0.0,0.1651555421810042,0.0128948633952878,0.0506621827280818,0.0325896893971495,0.0061835083061319,0.0064785261420878,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,False,True,False,False,True,False,-0.1651555421810042,0.017768110526132398,-0.0506621827280818,-0.0325896893971495,0.0244794656152883,-0.0064785261420878,-0.054266176474839535,0.011757916555503307,-0.014328727864678642
035297,AZ,Bandera Phoenix West,Trident,SURPRISE HEALTH AND REHABILITATION CENTER,248.9516129032258,96.88,12.5,0.0,0.3891519274376417,0.050210560414642,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,True,False,True,True,False,0.2837507396901912,-0.006248128795091797,-0.0187285795927743,0.2709484251400046,0.0298349806778142,-0.0184996516431106,0.33488575096280215,0.031305503048725106,-0.014328727864678642
035144,AZ,Bandera Phoenix West,Mamba Mentality,PEORIA POST ACUTE AND REHABILITATION,345.2064516129032,89.75,0.0,19.0,0.2599893471882183,0.0,0.0550395275384529,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,True,False,True,0.15458815944076781,-0.0564586892097338,0.0363109479456786,0.14178584489058121,-0.0203755797368278,0.0365398758953423,0.20572317071337878,-0.018905057365916893,0.04071079967377426
035014,AZ,Bandera Phoenix West,Real Cobra Kai,DESERT TERRACE HEALTHCARE CENTER,242.5913978494624,46.58,0.0,20.5,0.1920101059350206,0.0,0.0845042329683967,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,True,False,True,0.0866089181875701,-0.0564586892097338,0.0657756533756224,0.0738066036373835,-0.0203755797368278,0.0660045813252861,0.13774392946018107,-0.018905057365916893,0.07017550510371805
035131,AZ,Bandera Phoenix West,Mamba Mentality,GRANITE CREEK HEALTH & REHABILITATION CENTER,187.39139784946235,30.25,28.58,0.0,0.161426833606849,0.1525150051069006,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,True,True,False,True,True,False,0.05602564585939851,0.09605631589716682,-0.0187285795927743,0.04322333130921191,0.1321394253700728,-0.0184996516431106,0.10716065713200948,0.13360994774098373,-0.014328727864678642
035111,AZ,Bandera Phoenix West,Mamba Mentality,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,270.047311827957,31.75,0.0,2.15,0.1175719905711464,0.0,0.0079615678654477,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,True,False,False,0.012170802823695898,-0.0564586892097338,-0.0107670117273266,-0.0006315117264907022,-0.0203755797368278,-0.010538083777662898,0.06330581409630687,-0.018905057365916893,-0.006367159999230942
035183,AZ,Bandera Phoenix West,Trident,RIO VISTA POST ACUTE AND REHABILITATION,256.0763440860215,29.0,0.0,0.0,0.1132474774407833,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,True,False,False,0.0078462896933328,-0.0564586892097338,-0.0187285795927743,-0.0049560248568537996,-0.0203755797368278,-0.0184996516431106,0.05898130096594376,-0.018905057365916893,-0.014328727864678642
035159,AZ,Bandera Phoenix West,Apollo,HORIZON POST ACUTE AND REHABILITATION CENTER,371.7827956989247,40.08,7.75,0.0,0.1078048808704354,0.0208455046593282,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,True,True,False,0.0024036931229848985,-0.0356131845504056,-0.0187285795927743,-0.010398621427201701,0.000469924922500399,-0.0184996516431106,0.05353870439559586,0.001940447293411307,-0.014328727864678642
035110,AZ,Bandera Phoenix West,Trident,SUN WEST CHOICE HEALTHCARE & REHAB,358.23655913978496,27.67,7.5,6.0,0.0772394645215512,0.0209358866610637,0.016748709328851,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,True,True,True,-0.0281617232258993,-0.0355228025486701,-0.0019798702639233015,-0.0409640377760859,0.0005603069242358996,-0.0017509423142595994,0.022973288046711664,0.0020308292951468077,0.0024199814641723567
